Nombre,Candidato,Score_nombre,Dirección,Dirección_candidato,Score_dirección
Instituto Privado Mixto José Cecilio del Valle,Instituto Privado Mixto Jose Cecilio del Valle,97.82608695652173,ALDEA PLAYITAS,ALDEA PLAYITAS,100.0
Instituto Privado Mixto Jose Cecilio del Valle,Instituto Privado Mixto José Cecilio del Valle,97.82608695652173,ALDEA PLAYITAS,ALDEA PLAYITAS,100.0
Liceo Profesional de Computación Manuel Galich,Liceo Profesional de Computacion Manuel Galich,97.82608695652173,2A. CALLE 3 - 61 ZONA 1 ALDEA BOCA DEL MONTE,"2A. CALLE 3 - 61 ZONA 1, BOCA DEL MONTE",91.56626506024097
Liceo Profesional de Computación Manuel Galich,Liceo Profesional de Computacion Manuel Galich,97.82608695652173,2A. CALLE 3 - 61 ZONA 1 ALDEA BOCA DEL MONTE,2A. CALLE 3 - 61 ZONA 1 ALDEA BOCA DEL MONTE,100.0
Instituto Privado Mixto José Cecilio del Valle,Instituto Privado Mixto Jose Cecilio del Valle,97.82608695652173,ALDEA PLAYITAS,ALDEA PLAYITAS,100.0
Instituto Privado Mixto José Cecilio del Valle,Instituto Privado Mixto Jose Cecilio del Valle,97.82608695652173,ALDEA PLAYITAS,ALDEA PLAYITAS,100.0
Liceo Profesional de Computacion Manuel Galich,Liceo Profesional de Computación Manuel Galich,97.82608695652173,2A. CALLE 3 - 61 ZONA 1 ALDEA BOCA DEL MONTE,2A. CALLE 3 - 61 ZONA 1 ALDEA BOCA DEL MONTE,100.0
Liceo Profesional de Computacion Manuel Galich,Liceo Profesional de Computación Manuel Galich,97.82608695652173,"2A. CALLE 3 - 61 ZONA 1, BOCA DEL MONTE",2A. CALLE 3 - 61 ZONA 1 BOCA DEL MONTE,98.7012987012987
Instituto Privado Mixto Jose Cecilio del Valle,Instituto Privado Mixto José Cecilio del Valle,97.82608695652173,ALDEA PLAYITAS,ALDEA PLAYITAS,100.0
Instituto Privado Mixto Jose Cecilio del Valle,Instituto Privado Mixto José Cecilio del Valle,97.82608695652173,ALDEA PLAYITAS,ALDEA PLAYITAS,100.0
Instituto Americano en Ciencias de Computación,Instituto Americano en Ciencias de Computacion,97.82608695652173,6A. AVENIDA 18 - 23,6A.AVENIDA 18 - 23,97.2972972972973
Instituto Americano en Ciencias de Computación,Instituto Americano en Ciencias de Computacion,97.82608695652173,6A. AVENIDA 18 - 23,6A. AVENIDA 18 - 23,100.0
Instituto Americano en Ciencias de Computacion,Instituto Americano en Ciencias de Computación,97.82608695652173,6A. AVENIDA 18 - 23,6A. AVENIDA 18 - 23,100.0
Instituto Mixto Privado de Magisterio Bilingüe,Instituto Mixto Privado de Magisterio Bilingue,97.82608695652173,BARRIO EL MAGISTERIO,BARRIO MAGISTERIO,91.89189189189189
Instituto Americano en Ciencias de Computación,Instituto Americano en Ciencias de Computacion,97.82608695652173,6A. AVENIDA 18 - 23,6A. AVENIDA 18 - 23,100.0
Instituto Mixto Privado de Magisterio Bilingue,Instituto Mixto Privado de Magisterio Bilingüe,97.82608695652173,BARRIO MAGISTERIO,BARRIO EL MAGISTERIO,91.89189189189189
Instituto Americano en Ciencias de Computacion,Instituto Americano en Ciencias de Computación,97.82608695652173,6A. AVENIDA 18 - 23,6A. AVENIDA 18 - 23,100.0
Instituto Americano en Ciencias de Computacion,Instituto Americano en Ciencias de Computación,97.82608695652173,6A.AVENIDA 18 - 23,6A. AVENIDA 18 - 23,97.2972972972973
Instituto Privado Mixto Jose Cecilio del Valle,Instituto Privado Mixto José Cecilio del Valle,97.82608695652173,ALDEA PLAYITAS,ALDEA PLAYITAS,100.0
Instituto Privado Mixto Jose Cecilio del Valle,Instituto Privado Mixto José Cecilio del Valle,97.82608695652173,ALDEA PLAYITAS,ALDEA PLAYITAS,100.0
Instituto Privado Mixto Jose Cecilio del Valle,Instituto Privado Mixto José Cecilio del Valle,97.82608695652173,ALDEA PLAYITAS,ALDEA PLAYITAS,100.0
Liceo Profesional de Computacion Manuel Galich,Liceo Profesional de Computación Manuel Galich,97.82608695652173,2A. CALLE 3 - 61 ZONA 1 ALDEA BOCA DEL MONTE,2A. CALLE 3 - 61 ZONA 1 BOCA DEL MONTE,92.6829268292683
Liceo Profesional de Computacion Manuel Galich,Liceo Profesional de Computación Manuel Galich,97.82608695652173,"2A. CALLE 3 - 61 ZONA 1, BOCA DEL MONTE",2A. CALLE 3 - 61 ZONA 1 ALDEA BOCA DEL MONTE,91.56626506024097
Liceo Profesional de Computación Manuel Galich,Liceo Profesional de Computacion Manuel Galich,97.82608695652173,2A. CALLE 3 - 61 ZONA 1 BOCA DEL MONTE,"2A. CALLE 3 - 61 ZONA 1, BOCA DEL MONTE",98.7012987012987
Colegio Educativo Mixto Ángel de Jehova Cemaj,Colegio Educativo Mixto Ángel de Jehová Cemaj,97.77777777777777,"ALDEA SAN RAFAEL PACAYÁ NO. 2,",ALDEA SAN RAFAEL PACAYÁ NO. 2,98.30508474576271
Colegio Educativo Mixto Ángel de Jehová Cemaj,Colegio Educativo Mixto Ángel de Jehova Cemaj,97.77777777777777,ALDEA SAN RAFAEL PACAYÁ NO. 2,"ALDEA SAN RAFAEL PACAYÁ NO. 2,",98.30508474576271
Colegio Privado Urbano Mixto Bilingue Paraiso,Colegio Privado Urbano Mixto Bilingue Paraíso,97.77777777777777,3A. AVENIDA 7 - 69 ZONA 2,3A. AVENIDA 7 - 69 ZONA 2,100.0
Colegio Privado Urbano Mixto Bilingue Paraíso,Colegio Privado Urbano Mixto Bilingue Paraiso,97.77777777777777,3A. AVENIDA 7 - 69 ZONA 2,3A. AVENIDA 7 - 69 ZONA 2,100.0
Colegio Privado Urbano Mixto Bilingue Paraíso,Colegio Privado Urbano Mixto Bilingue Paraiso,97.77777777777777,3A. AVENIDA 7 - 69 ZONA 2,3A. AVENIDA 7 - 69 ZONA 2,100.0
Colegio Privado Urbano Mixto Bilingue Paraiso,Colegio Privado Urbano Mixto Bilingue Paraíso,97.77777777777777,3A. AVENIDA 7 - 69 ZONA 2,3A. AVENIDA 7 - 69 ZONA 2,100.0
Liceo en Informatica Comercial Villa Hermosa,Liceo en Informática Comercial Villa Hermosa,97.72727272727273,"33 AVENIDA 17 - 83, VILLA HERMOSA I ZONA 7","33 AVENIDA 17 - 83, ZONA 7, VILLA HERMOSA I",98.82352941176471
Centro de Estudios Tecnico Juvenil Educativo,Centro de Estudios Técnico Juvenil Educativo,97.72727272727273,1ERA CALLE LOTE 650 BARRIO LA ARENERA,1RA. CALLE LOTE 650 BARRIO LA ARENERA.,96.0
Instituto Tecnico Industrial Albert Einstein,Instituto Técnico Industrial Albert Einstein,97.72727272727273,1A. DIAGONAL 2 - 44 ZONA 1,1A. DIAGONAL 2 - 44 ZONA 1,100.0
Centro de Estudios Técnico Juvenil Educativo,Centro de Estudios Tecnico Juvenil Educativo,97.72727272727273,1RA. CALLE LOTE 650 BARRIO LA ARENERA.,1ERA CALLE LOTE 650 BARRIO LA ARENERA,96.0
Centro Educativo Ciencia y Tecnología -cect-,Centro Educativo Ciencia y Tecnologia -cect-,97.72727272727273,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Centro Educativo Ciencia y Tecnologia -cect-,Centro Educativo Ciencia y Tecnología -cect-,97.72727272727273,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Centro Educativo Ciencia y Tecnología -cect-,Centro Educativo Ciencia y Tecnologia -cect-,97.72727272727273,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Centro Educativo Ciencia y Tecnología -cect-,Centro Educativo Ciencia y Tecnologia -cect-,97.72727272727273,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Liceo en Informática Comercial Villa Hermosa,Liceo en Informatica Comercial Villa Hermosa,97.72727272727273,"33 AVENIDA 17 - 83, ZONA 7, VILLA HERMOSA I","33 AVENIDA 17 - 83, VILLA HERMOSA I ZONA 7",98.82352941176471
Centro Educativo Ciencia y Tecnologia -cect-,Centro Educativo Ciencia y Tecnología -cect-,97.72727272727273,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Centro Educativo Ciencia y Tecnologia -cect-,Centro Educativo Ciencia y Tecnología -cect-,97.72727272727273,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Centro Educativo Ciencia y Tecnología -cect-,Centro Educativo Ciencia y Tecnologia -cect-,97.72727272727273,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Centro Educativo Ciencia y Tecnologia -cect-,Centro Educativo Ciencia y Tecnología -cect-,97.72727272727273,BARRIO EL CENTRO,BARRIO EL CENTRO,100.0
Colegio Privado Mixto Tecnologico Don Bosco,Colegio Privado Mixto Tecnológico Don Bosco,97.67441860465115,4A. CALLE 22 - 40 ZONA 3,4TA. CALLE 22 - 40 ZONA 3,97.95918367346938
Centro Tecnológico de Computación la Merced,Centro Tecnologico de Computación la Merced,97.67441860465115,5TA. CALLE 10 - 22,5TA. CALLE 10 - 22,100.0
Colegio Privado Mixto Tecnológico Don Bosco,Colegio Privado Mixto Tecnologico Don Bosco,97.67441860465115,4TA. CALLE 22 - 40 ZONA 3,4A. CALLE 22 - 40 ZONA 3,97.95918367346938
Colegio Privado Mixto Tecnologico Don Bosco,Colegio Privado Mixto Tecnológico Don Bosco,97.67441860465115,4A. CALLE 22 - 40 ZONA 3,4TA. CALLE 22 - 40 ZONA 3,97.95918367346938
Colegio Privado Mixto Tecnológico Don Bosco,Colegio Privado Mixto Tecnologico Don Bosco,97.67441860465115,4TA. CALLE 22 - 40 ZONA 3,4A. CALLE 22 - 40 ZONA 3,97.95918367346938
Colegio Particular Mixto Evangelico Samaria,Colegio Particular Mixto Evangélico Samaria,97.67441860465115,5TA. CALLE 1 - 93 ZONA 2,"5TA. CALLE, 1 - 93 ZONA 2",97.95918367346938
Centro Tecnologico de Computación la Merced,Centro Tecnológico de Computación la Merced,97.67441860465115,5TA. CALLE 10 - 22,5TA. CALLE 10 - 22,100.0
Instituto Particular Mixto Maria Chinchilla,Instituto Particular Mixto María Chinchilla,97.67441860465115,BARRIO LA FEDERAL,BARRIO LA FEDERAL,100.0
Instituto Particular Mixto María Chinchilla,Instituto Particular Mixto Maria Chinchilla,97.67441860465115,BARRIO LA FEDERAL,BARRIO LA FEDERAL,100.0
Instituto Particular Mixto María Chinchilla,Instituto Particular Mixto Maria Chinchilla,97.67441860465115,BARRIO LA FEDERAL,BARRIO LA FEDERAL,100.0
Instituto Particular Mixto María Chinchilla,Instituto Particular Mixto Maria Chinchilla,97.67441860465115,BARRIO LA FEDERAL,BARRIO LA FEDERAL,100.0
Instituto Particular Mixto María Chinchilla,Instituto Particular Mixto Maria Chinchilla,97.67441860465115,BARRIO LA FEDERAL,BARRIO LA FEDERAL,100.0
Instituto Particular Mixto Maria Chinchilla,Instituto Particular Mixto María Chinchilla,97.67441860465115,BARRIO LA FEDERAL,BARRIO LA FEDERAL,100.0
Colegio Mixto en Tecnología Latinoamericano,Colegio Mixto en Tecnologia Latinoamericano,97.67441860465115,3RA. AVENIDA 4 - 49 ZONA 1,3RA. AVENIDA 4 - 49 ZONA 1,100.0
Colegio Mixto en Tecnología Latinoamericano,Colegio Mixto en Tecnologia Latinoamericano,97.67441860465115,3RA. AVENIDA 4 - 49 ZONA 1,3RA. AVENIDA 4 - 49 ZONA 1,100.0
Colegio Mixto en Tecnologia Latinoamericano,Colegio Mixto en Tecnología Latinoamericano,97.67441860465115,3RA. AVENIDA 4 - 49 ZONA 1,3RA. AVENIDA 4 - 49 ZONA 1,100.0
Colegio Mixto en Tecnologia Latinoamericano,Colegio Mixto en Tecnología Latinoamericano,97.67441860465115,3RA. AVENIDA 4 - 49 ZONA 1,3RA. AVENIDA 4 - 49 ZONA 1,100.0
Instituto Particular Mixto Maria Chinchilla,Instituto Particular Mixto María Chinchilla,97.67441860465115,BARRIO LA FEDERAL,BARRIO LA FEDERAL,100.0
Instituto Particular Mixto Maria Chinchilla,Instituto Particular Mixto María Chinchilla,97.67441860465115,BARRIO LA FEDERAL,BARRIO LA FEDERAL,100.0
Instituto Tecnológico Digitales Comerciales,Instituto Tecnologico Digitales Comerciales,97.67441860465115,9A. CALLE 0 - 44,9A. CALLE 0 - 44,100.0
Instituto Tecnológico Digitales Comerciales,Instituto Tecnologico Digitales Comerciales,97.67441860465115,9A. CALLE 0 - 44,9A CALLE 0 - 44,96.7741935483871
Instituto Tecnologico Digitales Comerciales,Instituto Tecnológico Digitales Comerciales,97.67441860465115,9A CALLE 0 - 44,9A. CALLE 0 - 44,96.7741935483871
Colegio Particular Mixto Evangélico Samaria,Colegio Particular Mixto Evangelico Samaria,97.67441860465115,"5A. CALLE 1 - 93, ZONA 2","5TA. CALLE, 1 - 93 ZONA 2",93.87755102040816
Instituto Tecnológico de Computacion I.t.c.,Instituto Tecnológico de Computación I.t.c.,97.67441860465115,2A CALLE 11 - 65,2A. CALLE 11 - 65,96.96969696969697
Colegio Particular Mixto Evangelico Samaria,Colegio Particular Mixto Evangélico Samaria,97.67441860465115,5TA. CALLE 1 - 93 ZONA 2,"5A. CALLE 1 - 93, ZONA 2",95.83333333333334
Colegio Particular Mixto Evangelico Samaria,Colegio Particular Mixto Evangélico Samaria,97.67441860465115,"5TA. CALLE, 1 - 93 ZONA 2","5TA. CALLE, 1 - 93 ZONA 2",100.0
Colegio Particular Mixto Evangélico Samaria,Colegio Particular Mixto Evangelico Samaria,97.67441860465115,"5TA. CALLE, 1 - 93 ZONA 2",5TA. CALLE 1 - 93 ZONA 2,97.95918367346938
Colegio Particular Mixto Evangelico Samaria,Colegio Particular Mixto Evangélico Samaria,97.67441860465115,"5TA. CALLE, 1 - 93 ZONA 2","5A. CALLE 1 - 93, ZONA 2",93.87755102040816
Colegio Particular Mixto Evangélico Samaria,Colegio Particular Mixto Evangelico Samaria,97.67441860465115,"5TA. CALLE, 1 - 93 ZONA 2","5TA. CALLE, 1 - 93 ZONA 2",100.0
Instituto Tecnológico de Computación I.t.c.,Instituto Tecnológico de Computacion I.t.c.,97.67441860465115,2A. CALLE 11 - 65,2A CALLE 11 - 65,96.96969696969697
Instituto Tecnologico Digitales Comerciales,Instituto Tecnológico Digitales Comerciales,97.67441860465115,9A. CALLE 0 - 44,9A. CALLE 0 - 44,100.0
Colegio Particular Mixto Evangélico Samaria,Colegio Particular Mixto Evangelico Samaria,97.67441860465115,"5A. CALLE 1 - 93, ZONA 2",5TA. CALLE 1 - 93 ZONA 2,95.83333333333334
Instituto Tecnológico de Computación I.t.c.,Instituto Tecnológico de Computacion I.t.c.,97.67441860465115,2A. CALLE 11 - 65,2A. CALLE 11 - 65,100.0
Instituto Tecnológico de Computacion I.t.c.,Instituto Tecnológico de Computación I.t.c.,97.67441860465115,2A. CALLE 11 - 65,2A. CALLE 11 - 65,100.0
Liceo Tecnologico Guatemala de la Asuncion,Liceo Tecnologico Guatemala de la Asunción,97.61904761904762,3A. CALLE 7 - 64,3A. CALLE 7 - 64,100.0
Liceo Mixto en Computacion Montelimar No.2,Liceo Mixto en Computación Montelimar No.2,97.61904761904762,4A. CALLE 3 - 02 ZONA 1 MIXCO,4A. CALLE 3 - 02 ZONA 1 MIXCO,100.0
Colegio Mixto Sagrada Familia de Amatitlan,Colegio Mixto Sagrada Familia de Amatitlán,97.61904761904762,4A. AVENIDA 11 - 48 BARRIO EL ROSARIO,4A. AVENIDA 11 - 48 BARRIO EL ROSARIO,100.0
Colegio Mixto Sagrada Familia de Amatitlán,Colegio Mixto Sagrada Familia de Amatitlan,97.61904761904762,4A. AVENIDA 11 - 48 BARRIO EL ROSARIO,4A. AVENIDA 11 - 48 BARRIO EL ROSARIO,100.0
Liceo Tecnologico Guatemala de la Asunción,Liceo Tecnológico Guatemala de la Asunción,97.61904761904762,3A. CALLE 7 - 64,3A. CALLE 7 - 64,100.0
Liceo Tecnologico Guatemala de la Asunción,Liceo Tecnologico Guatemala de la Asuncion,97.61904761904762,3A. CALLE 7 - 64,3A. CALLE 7 - 64,100.0
Liceo Tecnologico Guatemala de la Asunción,Liceo Tecnologico Guatemala de la Asuncion,97.61904761904762,3A. CALLE 7 - 64,3A. CALLE 7 - 64,100.0
Liceo Tecnológico Guatemala de la Asunción,Liceo Tecnologico Guatemala de la Asunción,97.61904761904762,3A. CALLE 7 - 64,3A. CALLE 7 - 64,100.0
Liceo Mixto en Computación Montelimar No.2,Liceo Mixto en Computacion Montelimar No.2,97.61904761904762,4A. CALLE 3 - 02 ZONA 1 MIXCO,4A. CALLE 3 - 02 ZONA 1 MIXCO,100.0
Colegio Particular Mixto Bilingue Santa Fe,Colegio Particular Mixto Bilingüe Santa Fe,97.61904761904762,ALDEA BUENA VISTA,ALDEA BUENA VISTA,100.0
Liceo Tecnologico Guatemala de la Asuncion,Liceo Tecnologico Guatemala de la Asunción,97.61904761904762,3A. CALLE 7 - 64,3A. CALLE 7 - 64,100.0
Liceo en Ciencia y Tecnología de Occidente,Liceo en Ciencia y Tecnologia de Occidente,97.61904761904762,"6A. AVENIDA 8 - 94, ZONA 1",6A. AVENIDA 8 - 94 ZONA 1,98.0392156862745
Liceo en Ciencia y Tecnología de Occidente,Liceo en Ciencia y Tecnologia de Occidente,97.61904761904762,"6A. AVENIDA 8 - 94, ZONA 1",6A. AVENIDA 8 - 94 ZONA 1,98.0392156862745
Liceo en Ciencia y Tecnología de Occidente,Liceo en Ciencia y Tecnologia de Occidente,97.61904761904762,6A. AVENIDA 8 - 94 ZONA 1,6A. AVENIDA 8 - 94 ZONA 1,100.0
Liceo en Ciencia y Tecnología de Occidente,Liceo en Ciencia y Tecnologia de Occidente,97.61904761904762,"6A. AVENIDA 8 - 94, ZONA 1",6A. AVENIDA 8 - 94 ZONA 1,98.0392156862745
Liceo en Ciencia y Tecnología de Occidente,Liceo en Ciencia y Tecnologia de Occidente,97.61904761904762,6A. AVENIDA 8 - 94 ZONA 1,6A. AVENIDA 8 - 94 ZONA 1,100.0
Liceo en Ciencia y Tecnología de Occidente,Liceo en Ciencia y Tecnologia de Occidente,97.61904761904762,6A. AVENIDA 8 - 94 ZONA 1,6A. AVENIDA 8 - 94 ZONA 1,100.0
Colegio Particular Mixto Bilingüe Santa Fe,Colegio Particular Mixto Bilingue Santa Fe,97.61904761904762,ALDEA BUENA VISTA,ALDEA BUENA VISTA,100.0
Colegio Particular Mixto Bilingüe Santa Fe,Colegio Particular Mixto Bilingue Santa Fe,97.61904761904762,ALDEA BUENA VISTA,ALDEA BUENA VISTA,100.0
Colegio Particular Mixto San José Obrero I,Colegio Particular Mixto San Jose Obrero I,97.61904761904762,3A - CALLE 5 - 97 ZONA 1,3A. CALLE 5 - 97 ZONA 1,93.61702127659575
Colegio Particular Mixto Bilingue Santa Fe,Colegio Particular Mixto Bilingüe Santa Fe,97.61904761904762,ALDEA BUENA VISTA,ALDEA BUENA VISTA,100.0
Colegio Privado Mixto Jacobo Arbenz Guzmán,Colegio Privado Mixto Jacobo Arbenz Guzman,97.61904761904762,ALDEA LAS POZAS,ALDEA LAS POZAS,100.0
Colegio Privado Mixto Jacobo Arbenz Guzman,Colegio Privado Mixto Jacobo Arbenz Guzmán,97.61904761904762,ALDEA LAS POZAS,ALDEA LAS POZAS,100.0
Colegio Privado Mixto Jacobo Arbenz Guzmán,Colegio Privado Mixto Jacobo Arbenz Guzman,97.61904761904762,ALDEA LAS POZAS,ALDEA LAS POZAS,100.0
Colegio Privado Mixto Jacobo Arbenz Guzmán,Colegio Privado Mixto Jacobo Arbenz Guzman,97.61904761904762,ALDEA LAS POZAS,ALDEA LAS POZAS,100.0
Colegio Privado Mixto Jacobo Arbenz Guzman,Colegio Privado Mixto Jacobo Arbenz Guzmán,97.61904761904762,ALDEA LAS POZAS,ALDEA LAS POZAS,100.0
Colegio Privado Mixto Jacobo Arbenz Guzman,Colegio Privado Mixto Jacobo Arbenz Guzmán,97.61904761904762,ALDEA LAS POZAS,ALDEA LAS POZAS,100.0
Colegio Evangelico Tecnologico Privado Mixto Bersheba Biss God,Colegio Evangelico Tecnologico Privado Mixto Bersheba Bless God,97.6,CABECERA MUNICIPAL,CABECERA MUNICIPAL,100.0
Colegio Evangelico Tecnologico Privado Mixto Bersheba Bless God,Colegio Evangelico Tecnologico Privado Mixto Bersheba Biss God,97.6,CABECERA MUNICIPAL,CABECERA MUNICIPAL,100.0
Colegio Pre-universitario America Moderna,Colegio Pre-universitario América Moderna,97.5609756097561,CASERÍO VISTA HERMOSA,CASERIO VISTA HERMOSA,95.23809523809523
Colegio Pre-universitario America Moderna,Colegio Pre-universitario América Moderna,97.5609756097561,CASERIO VISTA HERMOSA,CASERIO VISTA HERMOSA,100.0
Colegio Pre-universitario América Moderna,Colegio Pre-universitario America Moderna,97.5609756097561,CASERIO VISTA HERMOSA,CASERIO VISTA HERMOSA,100.0
Colegio Pre-universitario América Moderna,Colegio Pre-universitario America Moderna,97.5609756097561,CASERIO VISTA HERMOSA,CASERÍO VISTA HERMOSA,95.23809523809523
Colegio Pre-universitario America Moderna,Colegio Pre-universitario América Moderna,97.5609756097561,CASERÍO VISTA HERMOSA,CASERIO VISTA HERMOSA,95.23809523809523
Colegio Pre-universitario América Moderna,Colegio Pre-universitario America Moderna,97.5609756097561,CASERIO VISTA HERMOSA,CASERIO VISTA HERMOSA,100.0
Instituto Comercial de Cómputos Avanzados,Instituto Comercial de Computos Avanzados,97.5609756097561,4A. AVENIDA 15 - 94 SUR FINAL,4A. AVENIDA 15 - 94 SUR FINAL,100.0
Instituto Comercial de Computos Avanzados,Instituto Comercial de Cómputos Avanzados,97.5609756097561,4A AVENIDA 15 - 94 SUR FINAL,4A. AVENIDA 15 - 94 SUR FINAL,98.24561403508771
Instituto Comercial de Computos Avanzados,Instituto Comercial de Cómputos Avanzados,97.5609756097561,4A AVENIDA 15 - 94 SUR FINAL,4A. AVENIDA 15 - 94 SUR FINAL,98.24561403508771
Instituto Comercial de Computos Avanzados,Instituto Comercial de Cómputos Avanzados,97.5609756097561,4A. AVENIDA 15 - 94 SUR FINAL,4A. AVENIDA 15 - 94 SUR FINAL,100.0
Instituto Mixto de Educación Conguaquense,Instituto Mixto de Educacion Conguaquense,97.5609756097561,CASERIO BRIOTIS,CASERIO BRIOTIS,100.0
Instituto Comercial de Cómputos Avanzados,Instituto Comercial de Computos Avanzados,97.5609756097561,4A. AVENIDA 15 - 94 SUR FINAL,4A AVENIDA 15 - 94 SUR FINAL,98.24561403508771
Colegio Pre-universitario América Moderna,Colegio Pre-universitario America Moderna,97.5609756097561,CASERIO VISTA HERMOSA,CASERÍO VISTA HERMOSA,95.23809523809523
Instituto Mixto de Educacion Conguaquense,Instituto Mixto de Educación Conguaquense,97.5609756097561,CASERIO BRIOTIS,CASERIO BRIOTIS,100.0
Instituto Comercial de Computos Avanzados,Instituto Comercial de Cómputos Avanzados,97.5609756097561,4A. AVENIDA 15 - 94 SUR FINAL,4A. AVENIDA 15 - 94 SUR FINAL,100.0
Instituto Mixto de Educacion Conguaquense,Instituto Mixto de Educación Conguaquense,97.5609756097561,CASERIO BRIOTIS,CASERIO BRIOTIS,100.0
Instituto Comercial de Cómputos Avanzados,Instituto Comercial de Computos Avanzados,97.5609756097561,4A. AVENIDA 15 - 94 SUR FINAL,4A. AVENIDA 15 - 94 SUR FINAL,100.0
Colegio Pre-universitario America Moderna,Colegio Pre-universitario América Moderna,97.5609756097561,CASERIO VISTA HERMOSA,CASERIO VISTA HERMOSA,100.0
Instituto Comercial de Cómputos Avanzados,Instituto Comercial de Computos Avanzados,97.5609756097561,4A. AVENIDA 15 - 94 SUR FINAL,4A AVENIDA 15 - 94 SUR FINAL,98.24561403508771
Instituto Mixto de Educación Conguaquense,Instituto Mixto de Educacion Conguaquense,97.5609756097561,CASERIO BRIOTIS,CASERIO BRIOTIS,100.0
Instituto Tecnologico Privado de Oriente,Instituto Tecnológico Privado de Oriente,97.5,4A. AVENIDA 4 - 20 ZONA 1,4TA. AVENIDA 4 - 20 ZONA 1,98.0392156862745
Instituto Particular Mixto Liceo Genesis,Instituto Particular Mixto Liceo Génesis,97.5,"CALLE TRANSITO ROJAS 0 - 36 ZONA 6, BARRIO CHIPILAPA","CALLE TRANSITO ROJAS 0 - 36 ZONA 6, BARRIO CHIPILAPA",100.0
Instituto Tecnologico Privado de Oriente,Instituto Tecnológico Privado de Oriente,97.5,4TA. AVENIDA 4 - 20 ZONA 1,4TA. AVENIDA 4 - 20 ZONA 1,100.0
Colegio Científico Integral Renacimiento,Colegio Cientifico Integral Renacimiento,97.5,2A. CALLE 2 - 75 ZONA 1,2A. CALLE 2 - 75 ZONA 1,100.0
Instituto Particular Mixto Liceo Génesis,Instituto Particular Mixto Liceo Genesis,97.5,"CALLE TRANSITO ROJAS 0 - 36 ZONA 6, BARRIO CHIPILAPA","CALLE TRANSITO ROJAS 0 - 36 ZONA 6, BARRIO CHIPILAPA",100.0
Colegio Científico Integral Renacimiento,Colegio Cientifico Integral Renacimiento,97.5,2A. CALLE 2 - 75 ZONA 1,2A. CALLE 2 - 75 ZONA 1,100.0
Instituto Tecnológico Privado de Oriente,Instituto Tecnologico Privado de Oriente,97.5,4TA. AVENIDA 4 - 20 ZONA 1,4A. AVENIDA 4 - 20 ZONA 1,98.0392156862745
Instituto Tecnologico Privado de Oriente,Instituto Tecnológico Privado de Oriente,97.5,4TA. AVENIDA 4 - 20 ZONA 1,4TA. AVENIDA 4 - 20 ZONA 1,100.0
Colegio Científico Integral Renacimiento,Colegio Cientifico Integral Renacimiento,97.5,2A. CALLE 2 - 75 ZONA 1,2A. CALLE 2 - 75 ZONA 1,100.0
Instituto Tecnológico Privado de Oriente,Instituto Tecnologico Privado de Oriente,97.5,4TA. AVENIDA 4 - 20 ZONA 1,4TA. AVENIDA 4 - 20 ZONA 1,100.0
Colegio Hispano-americano Hacienda Verde,Colegio Hispano-américano Hacienda Verde,97.5,2O CALLEJÓN Y 2A CALLE GRANJA NO. 2 CANTÓN LOS VOLADORES ZONA 3,"2DO. CALLEJÓN, 2DA CALLE, GRANJA NO. 2 CANTÓN LOS VOLADORES ZONA 3",94.57364341085271
Colegio Hispano-américano Hacienda Verde,Colegio Hispano-americano Hacienda Verde,97.5,"2DO. CALLEJÓN, 2DA CALLE, GRANJA NO. 2 CANTÓN LOS VOLADORES ZONA 3",2O CALLEJÓN Y 2A CALLE GRANJA NO. 2 CANTÓN LOS VOLADORES ZONA 3,94.57364341085271
Instituto Tecnológico Privado de Oriente,Instituto Tecnologico Privado de Oriente,97.5,4TA. AVENIDA 4 - 20 ZONA 1,4TA. AVENIDA 4 - 20 ZONA 1,100.0
Colegio Científico Integral Renacimiento,Colegio Cientifico Integral Renacimiento,97.5,2A. CALLE 2 - 75 ZONA 1,2A. CALLE 2 - 75 ZONA 1,100.0
Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educación Básica y Diversificada Dr. Pedro Molina,97.46835443037975,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educación Básica y Diversificada Dr. Pedro Molina,97.46835443037975,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educación Básica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,97.46835443037975,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
Instituto Particular Mixto de Educación Básica y Diversificada Dr. Pedro Molina,Instituto Particular Mixto de Educacion Basica y Diversificada Dr. Pedro Molina,97.46835443037975,BARRIO EL CARRIZAL,BARRIO EL CARRIZAL,100.0
